Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-15 00:00:00-04:00,233.3532605949055,237.2290013087572,232.1146178817108,233.593002319336,64751400.0,0.0,0.0
2024-10-16 00:00:00-04:00,231.34547369396785,231.86489123072647,229.5873982094942,231.5252685546875,34082200.0,0.0,0.0
2024-10-17 00:00:00-04:00,233.17345903647427,233.59301088010824,230.26666863657624,231.8948669433593,32993800.0,0.0,0.0
2024-10-18 00:00:00-04:00,235.9204255737285,235.9204255737285,233.75281228137567,234.74172973632807,46431500.0,0.0,0.0
2024-10-21 00:00:00-04:00,234.19234018879644,236.5897117727769,234.19234018879644,236.22010803222656,36254500.0,0.0,0.0
2024-10-22 00:00:00-04:00,233.6329632952546,235.9604045441033,232.3443876620224,235.60079956054688,38846600.0,0.0,0.0
2024-10-23 00:00:00-04:00,233.822752128634,234.88158476901867,227.50969037853835,230.5063934326172,52287000.0,0.0,0.0
2024-10-24 00:00:00-04:00,229.7272566761152,230.56634513279107,228.15898997077213,230.31661987304688,31109500.0,0.0,0.0
2024-10-25 00:00:00-04:00,229.4875225740561,232.96369380669327,229.3177112321018,231.1556854248047,38802300.0,0.0,0.0
2024-10-28 00:00:00-04:00,233.0635949831452,234.472033847566,232.2944369244333,233.1434936523437,36087100.0,0.0,0.0
2024-10-29 00:00:00-04:00,232.84382710997653,234.07247106119948,232.06468555632105,233.41319274902344,35417200.0,0.0,0.0
2024-10-30 00:00:00-04:00,232.3543581715744,233.21341362628857,229.29772360355057,229.8471221923828,47070900.0,0.0,0.0
2024-10-31 00:00:00-04:00,229.08795100904047,229.57741798472995,225.1223128313268,225.66172790527344,64370100.0,0.0,0.0
2024-11-01 00:00:00-04:00,220.72715344034327,225.10234466312104,220.02792579428785,222.6650238037109,65276700.0,0.0,0.0
2024-11-04 00:00:00-05:00,220.7471384196305,222.5451480336916,219.46854635353304,221.76600646972656,44944500.0,0.0,0.0
2024-11-05 00:00:00-05:00,221.5562414690178,223.70387248945224,220.896963160989,223.2044219970703,28111300.0,0.0,0.0
2024-11-06 00:00:00-05:00,222.3653552641664,225.8215594779752,220.9469176537884,222.4752349853516,54561100.0,0.0,0.0
2024-11-07 00:00:00-05:00,224.38313701629485,227.629565273657,224.32320539488208,227.22999572753903,42137700.0,0.0,0.0
2024-11-08 00:00:00-05:00,227.1699981689453,228.6600036621093,226.4100036621093,226.9600067138672,38328800.0,0.25,0.0
2024-11-11 00:00:00-05:00,225.0,225.6999969482422,221.5,224.22999572753903,42005600.0,0.0,0.0
2024-11-12 00:00:00-05:00,224.5500030517578,225.58999633789065,223.3600006103516,224.22999572753903,40398300.0,0.0,0.0
2024-11-13 00:00:00-05:00,224.009994506836,226.6499938964844,222.759994506836,225.1199951171875,48566200.0,0.0,0.0
2024-11-14 00:00:00-05:00,225.0200042724609,228.8699951171875,225.0,228.22000122070312,44880200.0,0.0,0.0
2024-11-16 18:03:04.998166,228.75064574421188,230.5594039236869,227.07806056789985,219.46854635353304,43765195.45454545,0.0,0.0
2024-11-17 18:03:05.012203,228.58844394109224,230.4859513668825,226.987710108426,219.46854635353304,43813673.91304348,0.0,0.0
2024-11-18 18:03:05.025547,228.5952023495556,230.4890118900827,226.99147471090404,219.46854635353304,43811653.97727273,0.0,0.0
2024-11-19 18:03:05.031681,228.594932013217,230.4888894691547,226.9913241268049,219.46854635353304,43811734.77470356,0.0,0.0
2024-11-20 18:03:05.043688,228.59494241076848,230.488894177652,226.99132991850104,219.46854635353304,43811731.66711007,0.0,0.0
2024-11-21 18:03:05.059000,228.594942025674,230.4888940032632,226.99132970399376,219.46854635353304,43811731.78220612,0.0,0.0
2024-11-22 18:03:05.059000,228.59494203942737,230.48889400949133,226.9913297116548,219.46854635353304,43811731.77809554,0.0,0.0
2024-11-23 18:03:05.083607,228.5949420389531,230.4888940092765,226.99132971139056,219.46854635353304,43811731.77823728,0.0,0.0
2024-11-24 18:03:05.095465,228.5949420389689,230.4888940092837,226.99132971139937,219.46854635353304,43811731.77823256,0.0,0.0
2024-11-25 18:03:05.109378,228.5949420389684,230.4888940092835,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-11-26 18:03:05.109378,228.59494203896844,230.4888940092835,226.9913297113991,219.46854635353304,43811731.77823271,0.0,0.0
2024-11-27 18:03:05.138890,228.59494203896844,230.4888940092835,226.9913297113991,219.46854635353304,43811731.77823271,0.0,0.0
2024-11-28 18:03:05.145287,228.59494203896847,230.4888940092835,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-11-29 18:03:05.159458,228.59494203896847,230.48889400928348,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-11-30 18:03:05.175710,228.5949420389685,230.48889400928348,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-01 18:03:05.176431,228.59494203896847,230.4888940092835,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-02 18:03:05.194067,228.59494203896847,230.4888940092835,226.99132971139912,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-03 18:03:05.209537,228.59494203896844,230.4888940092836,226.99132971139915,219.46854635353304,43811731.77823273,0.0,0.0
2024-12-04 18:03:05.209537,228.59494203896847,230.4888940092835,226.99132971139903,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-05 18:03:05.227359,228.59494203896847,230.4888940092836,226.9913297113991,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-06 18:03:05.242737,228.59494203896844,230.4888940092836,226.99132971139912,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-07 18:03:05.242737,228.59494203896844,230.4888940092836,226.99132971139912,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-08 18:03:05.261263,228.5949420389684,230.4888940092836,226.99132971139915,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-09 18:03:05.275669,228.5949420389684,230.4888940092836,226.99132971139915,219.46854635353304,43811731.77823273,0.0,0.0
2024-12-10 18:03:05.284020,228.5949420389684,230.4888940092836,226.9913297113992,219.46854635353304,43811731.77823273,0.0,0.0
2024-12-11 18:03:05.293920,228.5949420389684,230.48889400928363,226.9913297113992,219.46854635353304,43811731.77823273,0.0,0.0
2024-12-12 18:03:05.309198,228.59494203896847,230.4888940092835,226.99132971139912,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-13 18:03:05.318574,228.59494203896844,230.4888940092835,226.99132971139915,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-14 18:03:05.326223,228.59494203896844,230.48889400928357,226.99132971139915,219.46854635353304,43811731.77823272,0.0,0.0
2024-12-15 18:03:05.342792,228.59494203896844,230.48889400928354,226.99132971139917,219.46854635353304,43811731.778232716,0.0,0.0
